;title;body;category;sub_category;date;link
910;Jokowi heading to Australia for special summit;President Joko Jokowi Widodo is heading to Australia to attend the ASEAN-Australia Special Summit on Friday Presidential press bureau head Bey Triadi Machmuddin said the President departed at 715 am from Halim Perdanakusuma Airport in Jakarta The summit will mainly discuss economic cooperation and counter-terrorism The President will attend a bilateral meeting with Australian Prime Minister Malcolm Turnbull speak at the CEO forum and attend the international conference on counter-terrorism he said in a statement Jokowi is accompanied by First Lady Iriana Jokowi State Secretary Pratikno Investment Coordinating Board head Thomas Trikasih Lembong and other officials Foreign Minister Retno Lestari Priansari Marsudi Defense Minister Ryamizard Ryacudu and Trade Minister Enggartiasto Lukita arrived in Sydney the day before bbn ;News;Business;Fri, March 16, 2018 12:52 pm;http://www.thejakartapost.com/news/2018/03/16/jokowi-heading-to-australia-for-special-summit.html
911;Odd-even policy to be implemented at Tangerang tollgates;The Greater Jakarta Transportation Agency BPTJ has decided to implement an odd-even license plate policy for motorists heading toJakarta via the Tangerang 2 and Kunciran 2 tollgates It previously considered applying the regulation at the Kunciran 2 and Bitung 2 tollgates The toll road connects Jakarta and its satellite city of Tangerang in Banten which the BPTJ says has seen worsening traffic forcing vehicles to move at slow speed particularly during morning peak hours According to the BPTJ on average 3367 car pass through the Kunciran 2 tollgate 3131 through Bitung 2 and 3025 through Tangerang 2 daily during morning peak hours The consideration is not only about the number of cars that pass through but also other aspects such as the fact that the Tangerang 2 tollgate is close to many residential complexes BPTJ spokesperson Budi Rahardjo said The policy stipulates that private cars with license plates ending in an odd number can only pass through the tollgates on odd-number dates and vice versa on weekdays The trial period will starton Mondayand will be fully implemented at the beginning of May The policy which is also aimed at reducing the number of private cars entering Jakarta and forcing workers to use public transportation ahead of the Asian Games on Aug 18 through Sept 2in the capital will run from6 am to 9 am during which semitrailers are prohibited from using the toll road A dedicated lane will be provided for buses which is intended to cater to affected motorists looking to shift to public transportation when commuting to the capital Premium bus services called JR Connexion are provided at some residential complexes namely Citra Raya BSD City Alam Sutera Villa Melati and Banjar Wijaya A similar policy will be applied at the Jagorawi tollgate which connects Jakarta and its satellite city of Bogor in West Java The BPTJ previously implemented a similar policy at the West Bekasi and East Bekasi tollgates in West Java which has eased traffic flow on the Cikampek-Jakarta toll road;News;City;Wed, April 11, 2018 05:49 pm;http://www.thejakartapost.com/news/2018/04/11/odd-even-policy-to-be-implemented-at-tangerang-tollgates.html
912;Two women arrested for breaking into US Islamic center;Two women were arrested Thursday for breaking into an Islamic center in Arizona and filming themselves making anti-Islamic remarks police said Tahnee Gonzales and Elizabeth Dauenhauer were arrested for third-degree burglary after the investigation revealed they entered onto the property of the Tempe Islamic Center and subsequently removed various items local police spokesman Ron Elcock said in a statement Based on the details of the crime an enhancement of hate crime will be considered for sentencing he said The women posted several videos on Facebook showing them entering the center making insulting remarks about Muslims and encouraging their children to repeat them Ahmad Al-Akoum the centers director of inter-faith relations and one of its imams told AFP that the incident took place the morning of March 4 when no one else was present A local journalist saw the videos and alerted the mosque whose leaders then checked their surveillance footage and saw the women taking copies of the Islamic holy book the Koran as well as leaflets and tearing up documents affixed to a bulletin board Mosque officials then contacted police They were teaching their children to be hateful it was very disturbing Al-Akoum said of the women He said that his mosque and others around Phoenix have regularly been subjected to harassment for a long time almost since 2001 referring to the year of the September 11 attacks But things have gotten worst since Donald Trump -- who made trying to keep travelers from certain Muslim-majority countries out of the US a central part of his agenda -- took office last year;News;World;Fri, March 16, 2018 12:35 pm;http://www.thejakartapost.com/news/2018/03/16/two-women-arrested-for-breaking-into-us-islamic-center.html
913;Indonesias foreign debt reaches US3755 billion;Indonesias foreign debt reached US3755 billion in late January or a 103 percent growth compared to the same month last year Bank Indonesia BI said on Thursday The central bank added that the increase in foreign debt was mostly used to finance infrastructure projects and other productive activities It said the government and BI debts reached 1834 billion while the debt of private companies reached 1742 billion Bank Indonesia in coordination with the government will continuously monitor foreign debt to ensure that it is used to finance development without any risk to economic stability said the BI statement The majority of government debt 1808 billion was in the form of debt papers while the remaining debt 557 billion was loans from foreign creditors Meanwhile Institute for Development of Economics and Finance economist Bhima Yudhistita expressed his concern over the foreign debt increase saying that it was not productive as it was not equal to the tax revenue collected by the government Foreign debt grew 103 percent but tax revenue only grew 4 percent on average in the last two years Bhima said as reported by tempoco on Thursday adding that the debt-to-tax revenue ratio last year was at 31 percent compared to 26 percent in 2016 Bhima added that foreign debt was unequal to economic growth which was recorded at about 5 percent last year bbn;News;Business;Fri, March 16, 2018 11:34 am;http://www.thejakartapost.com/news/2018/03/16/indonesias-foreign-debt-reaches-us375-5-billion.html
914;Indonesia Australia sign action plan on maritime cooperation;After one year of discussions Indonesia and Australia signed an action plan on maritime cooperation in Sydneyon Friday The cooperation includes strengthening maritime security combatting transnational organized crimes and illegal fishing as well as addressing maritime pollution said Foreign Minister Retno LP Marsudi adding that discussions had begun in February 2017 As a maritime nation Indonesia sees the cooperation as very important Retno said at Four Seasons hotel in Sydney on the sidelines of the ASEAN-Australia special summit Meanwhile Australian foreign minister Julie Bishop said the country was seeking ways to combat drug trafficking Our particular concern was the source of illicit drugs We spoke about ways we can work together to disrupt drug trafficking and seize drugs she said The action plan was signed by the Indonesian Foreign Ministrys Asia-Pacific and African Affairs director general Desra Percaya and Australian Department of Foreign Affairs and Trade deputy secretary Richard Maude Before the signing ceremony theforeign ministers and defense ministers of the two countries held a two-plus-two meeting In addition to Retno and Bishop the meeting was also attended by Indonesian Defense Minister Ryamizard Ryacudu and his Australian counterpart Marise Payne bbn;News;Business;Fri, March 16, 2018 10:15 am;http://www.thejakartapost.com/news/2018/03/16/ri-oz-sign-action-plan-on-maritime-cooperation.html
915;Poor infrastructure hampers e-ID issuance in East Nusa Tenggara;The Indonesian Ombudsman has given a red mark to Kupang East Nusa Tenggara NTT over its poor public service deliveries over the past few years To date only 60 percent of 400000 Kupang residents in 24 subdistricts have registered for an e-ID card They include 24000 new citizens who are formerly residents of East Timor now Timor Leste This is a warning for Kupang We will find a way to improve our services said Gloria Mita the third assistant of the Kupang administration during an evaluation meeting in Mataram West Nusa Tenggara NTB on Thursday According to Gloria apart from geographical obstacles and difficult topography poor infrastructure has been the main cause of their substandard public service deliveries Giving an example Gloria said that to collect e-ID data civil registry officers must visit residents from door to door because it could take around 10 hours to reach the civil registry office from their settlement Moreover Kupang residents live far from one another And we lack staff Gloria said Although residents can submit their e-ID data through online service it is quite difficult for them to get internet access Even if there is an internet signal we end up paying expensive roaming fees because they use providers from Timor Leste Gloria explained The ombudsman evaluated the public service of each region based on Law No 252009 on public services shaebf;News;National;Fri, March 16, 2018 09:42 am;http://www.thejakartapost.com/news/2018/03/16/poor-infrastructure-hampers-e-id-issuance-in-east-nusa-tenggara.html
916;Two candidate pairs to run in North Sumatra election Commission;The North Sumatra General Elections Commission KPUD has confirmed that only two candidate pairs will participate in the provinces gubernatorial election They are candidate pair Edy Rahmayadi-Musa Rajekshah who are supported by the Gerindra Party the Prosperous Justice Party the National Mandate Party the Golkar Party the NasDem Party and the Hanura Party and candidate pair Djarot Saiful Hidayat-Sihar Sitorus who have the backing of the Indonesian Democratic Party of Struggle and the United Development Party Supported by the Democratic Party the National Awakening Party and the Indonesia Justice and Unity Party the third candidate pair Jopinus Ramli Saragih-Ance Selian was unable to participate in the gubernatorial election over alleged use of fake diplomas TheNorth Sumatra KPUD officially announced on Thursday that J R Saragih and Ance Selian could not participate in the gubernatorial election We have decided today that there will be no difference with our previous decree that J R Saragih is still not eligible to run in the election said KPUD North Sumatra commissioner Benget Silitong on Thursday Last month the KPUD decided that J R Saragih and Ance Selian were not eligible to run in the North Sumatra gubernatorial election J R Saragihs senior high school diploma was declared not original and not registered at the Jakarta Education Agency Responding to the decision Ance Selian expressed his disappointment saying the candidate pair would file a lawsuit with the North Sumatra Administrative Court PTTUN against the decision As good citizens we will adhere to the rules and laws To get justice the next process will be at the PTTUN said Ance ebf;News;Politics;Fri, March 16, 2018 09:41 am;http://www.thejakartapost.com/news/2018/03/16/two-candidate-pairs-to-run-in-north-sumatra-election-commission.html
917;Aceh cannot introduce beheading as punishment under bylaw official says;The central government has warned the Aceh provincial administration against its plan to introduce beheading as a punishment for murder saying that such a form of capital punishment could not be introduced under bylaws The introduction of beheading a punishment known as Qisas or retributive justice under Islamic law is said to be under consideration by the Aceh administration which believes it could create a deterrent effect to murder Law and Human Rights Minister Yasonna Laoly said the only form of capital punishment stipulated in the countrys Criminal Code was execution by firing squad carried out under the order of the Attorney Generals Office AGO The Criminal Code is higher because it is a national law and a bylaw cannot regulate capital punishment There is a limitation on the drafting of punishments in bylaws Yasonna told reporterson Thursday Aceh the only province in the Muslim-majority country governed by Islamic law or sharia has frequently made international headlines for carrying out public canings of alleged adulterers homosexual people and gamblers Local authorities said the plan was still being considered and was yet to be drafted into law Human rights NGO Amnesty International has lambasted the plan Amnesty International Indonesia director Usman Hamid requested the central government to intervene or order the Aceh administration to drop the plan arguing that the latters argument that beheading could create deterrent effect was baseless The Aceh administration cannot use its special autonomous status to introduce laws and policies that flagrantly violate human rights Usman said in a statement dmr;News;National;Fri, March 16, 2018 06:22 am;http://www.thejakartapost.com/news/2018/03/16/aceh-cannot-introduce-beheading-as-punishment-under-bylaw-official-says.html
918;Kaca Mobil Spreading books and educational videos in rural East Java;Many Indonesians do not have access to a wide variety of books prompting Muhammadiyah Malang University UMM to encourage reading by providing a van carrying books and multimedia facilities to rural areas in East Java The van carries at least 450 books and educational videos screened on LED TVs attached to the back of the van The van is called Mobil Kaca with Kaca short for Kamis Membaca Reading Thursday Mobil Kaca UMM coordinator Ridlo Setiawan said Thursday that the van also carried volunteers to deliver teaching materials to the children We have an English for Young Learners program and offer basic journalism lessons he said when the van visited SD Muslimat NU Janti in Malang East Java The van targets school children from elementary schools to high schools Were preparing a program for kindergarteners Ridlo said The van began traveling to East Java in February starting its journey in four regencies on Madura Island We target all schools including non-Muslim schools he said UMM is run by Muhammadiyah the second-largest Islamic organization in the country Rizki 11 said he was happy to get a visit from Mobil Kaca I dont only get good books but Im also able to learn English in a fun way said the fifth grader evi ;News;National;Fri, March 16, 2018 01:00 am;http://www.thejakartapost.com/news/2018/03/15/kaca-mobil-spreading-books-and-educational-videos-in-rural-east-java.html
919;RI reiterates commitment to ending TB;Health Minister Nila F Moeloek reiterated Indonesias strong commitment to ending tuberculosis by 2030 which she said was part of the countrys development agenda Speaking during the High Level Leadership Meeting on Ending TB in New Delhi on Tuesday the minister said under the strong leadership and political commitment of President Joko Jokowi Widodo Indonesia would work to achieve the goal across several sectors The government has set TB control as one ofitshighest priority programsin its National Mid-Term Development Plan 2015-2019 which includes a TB program to be monitored directly by the President said Nila The minister said Indonesia had formulated policies to strengthen self-reliance and sustainability in TB control They include first universal access to high quality TB care in all sectors by carrying out national health insurance and social protection schemes second empowering the body to set TB control as one of its highest priority programs in the national development plan and commit to full funding for ending TB with the implementation of an exit strategy with external aid for TB control said Nila Third carrying out family health and patient-centered community approaches fourth establishing a district-based public-private mix strategy fifth practicing active case-finding and developing partnerships and sixth engaging in innovative policies and research in TB control Nila said that last year in the New Delhi meeting and the WHO Global Ministerial Conference in Moscow Indonesia reiterated its firm commitment to eliminating TB as defined by the End TB Strategy and Development Goals ;News;National;Thu, March 15, 2018 11:40 pm;http://www.thejakartapost.com/news/2018/03/15/ri-reiterates-commitment-to-ending-tb.html
920;Asma Dewi sentenced to jail for using swear words to criticize government;The South Jakarta District Court sentenced Asma Dewi on Thursday to five months and 15 days in jail for using the words koplak loosely translated to stupid and edun loosely translated to crazy to criticize the government on Facebook Asma was found guilty of violating Article 207 of the Criminal Code KUHP for insulting those in power or legal institutions Upon her arrest in September 2017 police said she was possibly linked to the Saracen group a news outlet accused of producing hate speech The police said Asma sent money to Saracen However Asmas lawyers later said the polices dossiers and the indictment against Asma did not mention anything about Saracen or money During Thursdays hearing the judges said Asmas criticism on Facebok was not constructive Dont use koplak or edun which can be construed as insulting according to this article said presiding judge Aris Bawono as quoted by kompascom The judge said both words were not in the Indonesian official dictionary but both had negative connotations Koplak can mean many things stupid imbecile strange not right in the head he said Asmas sentence takes into account her detention period therefore she may walk away free The sentence was lighter than the two years imprisonment and Rp 300 million fine sought by prosecutors evi ;News;National;Thu, March 15, 2018 10:38 pm;http://www.thejakartapost.com/news/2018/03/15/asma-dewi-sentenced-to-jail-for-using-swear-words-to-criticize-government.html
921;Lombok records increase in tourist visits ahead of Nyepi;The number of domestic and foreign tourists in Lombok West Nusa Tenggara NTB has significantly increased ahead of Nyepi the Day of Silence in Bali which falls on Saturday Since yesterday Wednesday weve seen an increase in the flow of foreign tourists to Lombok They want to spend the holiday in a relaxed atmosphere as Bali and Lombok have really different atmospheres during Nyepi said the chairman of the Indonesian Hotel and Restaurant Associations PHRI NTB chapter Lalu Abdul Hadi Faisal in Mataram on Thursday He said the trend could be seen in the spike in occupancy rates of hotels in Lombok Currently the average occupancy rate stands at 60 to 65 percent in Mataram and its surrounding areas and it can reach up to 75 percent in tourist resort areas such as Gili Trawangan in North Lombok and Senggigi West Lombok Apart from Nyepi in Bali Hadi said the increase in visitors to Lombok also had to do with a string of conferences and research activities that would be conducted in the area over the weekend Around 300 students of Muhammadiyah University from Sidoarjo East Java for example will come to Lombok Because of Nyepi in Bali they have decided to stay in hotels in Lombok for their meeting he said Lombok International Airport LIA general manager I Gusti Ngurah Ardita said that on Nyepi eight flights from Ngurah Rai International Airport to LIA and vice versa would be halted until Sunday ebf;News;National;Thu, March 15, 2018 10:38 pm;http://www.thejakartapost.com/news/2018/03/15/lombok-records-increase-in-tourist-visits-ahead-of-nyepi.html
922; Military plane with 100 on board crashes in Algeria ;An Algerian plane with around 100 army personnel on board crashed on Wednesday shortly after taking off from an airbase outside the capital a military source said There was no immediate word on casualties after the plane went down near the Boufarik airbase According to an AFP photographer at the scene thick black smoke rose from the wreckage of the plane which crashed in a field near the base Hundreds of ambulances and dozens of fire trucks with their sirens wailing rushed to the scene The aircraft is an Ilyushin II-76 the military source told AFP asking not to be named In February 2014 77 people died when a military plane carrying army personnel and family members crashed between Tamanrasset in southern Algeria and the eastern city of Constantine The C-130 Hercules transport aircraft came down in the mountainous Oum El Bouaghi region In July 2014 an Air Algerie passenger plane flying from Burkina Faso to Algiers crashed in northern Mali killing all 116 people on board including 54 French nationals;News;World;Wed, April 11, 2018 05:17 pm;http://www.thejakartapost.com/news/2018/04/11/military-plane-with-100-on-board-crashes-in-algeria-.html
923;Cawang LRT project temporarily halted following gas leaks ;Construction of the light rapid transits LRT Cawang section in East Jakarta will be temporarily halted while state-owned companies involved in the project improve coordination following gas leaks The project will be halted for some time due to the incidents said Ki Syahgolang Permata corporate secretary of state-owned construction firm PT Adhi Karya the LRTs developer He did not elaborate on the time frame The statement was conveyed after a meeting between Adhi Karya and state gas company Perusahaan Gas Negara PGN on Thursday held to discuss an incident on Wednesday in which a gas pipe operated by PGN leaked after it was reportedly hit by a backhoe used in the LRT project That was the second accident in the week as on Monday the pipe laid 15 meters below ground level was accidentally drilled by LRT workers causing a gas leak in front of the National Narcotics Agencys BNN office Ki Syahgolang said Adhi Karya will improve field coordination with PGN to detect underground pipes at the LRT construction site PGN corporate secretary Rachmat Hutama said the company would deploy officers to the construction site to assist Adhi Karya during the project to prevent a similar incident from occurring in the future Were reviewing the ongoing project to see whether we shall relocate the pipes or conduct engineering operations Rachmat said in a statement We want to make sure the LRT project as a national strategic plan can be developed on time so it can be used by residents he added;News;City;Thu, March 15, 2018 09:21 pm;http://www.thejakartapost.com/news/2018/03/15/cawang-lrt-project-temporarily-halted-following-gas-leaks.html
924;Special team formed to catch tiger in Riau;Local authorities in Indragiri Hilir regency Riau have formed a special team to catch a female tiger that has killed two locals in Tanjung Simpang village Pelangiran district since January The Indragiri Hilir administration decided to form the team in response to local peoples threats to take action if the Natural Resources Conservation Agency BKSDA failed to capture the tiger within a week We hope we can soon capture the tiger peacefully so local people can continue their daily activities without fear Indragiri Hilir Police chief AKBP Christian Rony Putra said on Thursday The team comprises government officials Indonesian Military and National Police personnel BKSDA officers and NGO activists as well as local people and representatives of plantation companies The team has erected two camps in Sinar Danau village and in a palm oil plantation owned by PT Tabung Haji Indo Plantation in Tanjung Simpang village Pelangiran They have also prepared four snipers to anticipate potential tiger attacks against locals BKSDA personnel and conservation group World Wildlife Fund WWF Indonesia activists believe the animals behavior is unusual because tigers are nocturnal and afraid of people It was further revealed that the tiger was not lured by a goat staked inside a trap We tried to catch the tiger in a box trap which was equipped with tools containing liquid anesthetics but it didnt work BKSDA head Suharyono said The team has urged all locals to remain on alert shaebf;News;National;Thu, March 15, 2018 09:16 pm;http://www.thejakartapost.com/news/2018/03/15/special-team-formed-to-catch-tiger-in-riau.html
925;Soekarnopura proposed as official name of Papuas Holtekamp Bridge;The people and government of Jayapura are hoping that the under construction Holtekamp Bridge is officially named Soekarnopura the name of the provincial capital of Irian Jaya before it was changed to Jayapura This name Soekarnopura is historical said Jayapura Mayor Rustan Saru on the sidelines of an event at the Holtekamp Bridge in Jayapura on Thursday With the second lifting on Thursday the construction of the bridge conducted by state-owned construction firm PT Pembangunan Perumahan PP is more than 90 percent complete The first lifting was completed on Feb21 With the second lifting only 5 percent of the construction activities are left PP infrastructure director MToha Fauzi said Toha said construction would be completed in June two months before its deadline in September The installation of the bridges lifting span center took four to six hours Iwan Zarkasi director of the bridge division at the Public Works and Housing Ministrys Bina Marga Directorate General hoped the Papua provincial administration and the Jayapura administration could work together to complete the project It is hoped the Papua and Jayapura administrations can immediately complete their parts so that this bridge can function in 2019 said Iwan In regard to the name of the 732-meter-long bridge Iwan said he would convey all input to Minister Basuki Hadimuljono shaebf ;News;National;Thu, March 15, 2018 08:01 pm;http://www.thejakartapost.com/news/2018/03/15/soekarnopura-proposed-as-official-name-of-papuas-holtekamp-bridge.html
926;Ceramic industry faces tough challenge Association;The Indonesian Ceramic Industry Association Asaki has said the industry would face tough challenges this year because of decreasing demand in both the domestic and international markets and the significant increase in volume of imported products Asaki chairperson Elisa Sinaga said in Jakarta on Thursday that imported ceramic products from China continued to increase each year Last year imports from China increased by 17 percent There is an indication that imports will increase again this year Elisa said during the opening of the seventh annual Keramika exhibition at the Jakarta Convention Center He called on the government to provide protection for local ceramic manufacturers from the storm of imported products particularly from China In response Industry Minister Airlangga Hartanto said ceramic companies should not rely on government protection from imported products but create more attractive products The ceramic industry should look to introduce new innovative designs to compete instead of relying on lower prices Airlangga told reporters during the event Organized by Asaki and Reed Panorama Exhibitions the ceramic exhibition is being used as a showcase by ceramic manufacturers to display their products Reed Panorama also collaborated with the Indonesian BuildersAssociation GAPENSI and the Indonesian Security System Industry Association AISKINDO to organize exhibitions of other products The exhibition is being held for four days starting from Thursday dpkbbn;News;Business;Thu, March 15, 2018 07:30 pm;http://www.thejakartapost.com/news/2018/03/15/ceramic-industry-faces-tough-challenge-association.html
927;Jakarta needs better underground utility system;The recent gas leaks caused by the construction of the light rail transit LRT in Cawang East Jakarta should serve as wake-up call for the development of Jakartas underground system an expert has said A gas pipe operated by state gas company Perusahaan Gas Negara PGN was ruptured on Wednesday evening after reportedly being hit by a backhoe used in the LRT project That was the second such incident in a week as on Monday the pipe laid 15 meters below ground level was accidentally drilled by the LRT workers causing a gas leak in front of the National Narcotics Agencys BNN headquarters University of Indonesia construction expert Yuskar Lase said construction workers often had no idea about what lay under the road because there was no map showing pipe or cable installations in Jakarta The contractors usually detect what lies under the road by drilling the road first to see the cable or pipe installations there Yuskar told The Jakarta Post on Thursday Only a few companies detected the underground utilities using geo-radar as the equipment was still expensive he added Therefore the city administration should collect the data on underground cables pipes and fiber optics installed by companies in the city Yuskar said Ideally the administration should build a ducting system to house those underground utilities he added;News;City;Thu, March 15, 2018 07:30 pm;http://www.thejakartapost.com/news/2018/03/15/jakarta-needs-better-underground-utility-system.html
928;State companies to discuss recurring East Jakarta gas leak;State gas company Perusahaan Gas Negara PGN is set to meet with state-owned construction firm PT Adhi Karya the main contractor in the light rail transit LRT project to discuss the recurring gas leaks in Cawang East Jakarta caused by the ongoing construction The pipe ruptured on Wednesday evening reportedly after being hit by a backhoe used in the LRT project Previously the pipe laid 15 meters below ground level was drilled by LRT workers on Monday evening causing a gas leak in front of the National Narcotics Agencys BNN headquarters PGN Secretary Rahmat Hutama said he would have a meeting at the LRT contractors office I cant make any statements because representatives of the Energy and Mineral Resources Ministry will examine the site Rahmat added according to kompascom Meanwhile traffic returned to normal on Thursday morning after the street was closed for several hours following the incident on Wednesday The street was opened at 9 pm on Wednesday This morning the traffic has been normal reported traffic police in charge near the scene cal;News;City;Thu, March 15, 2018 07:10 pm;http://www.thejakartapost.com/news/2018/03/15/state-companies-to-discuss-recurring-east-jakarta-gas-leak.html
929;Inter-Korean summit prep committee launched;The preparation committee for the inter-Korean summit officially took form on Thursday with President Moon Jae-ins Chief of Staff Im Jong-seok taking the chair Under Im Unification Minister Cho Myoung-gyon will serve as the administrator Committee members include National Security Office chief Chung Eui-yong chief of staff for policy Chang Ha-sung Minister of National Defense Song Young-moo National Intelligence Service Director Suh Hoon Minister of Foreign Affairs Kang Kyung-wha and Minister of Office of Government Policy Coordination Hong Nam-ki The committee will be divided into three subcommittees on agenda communication and public relations and operations support The committee integrates the presidential office and the government in making systematic and practical preparations for the summit Cheong Wa Dae spokesman Kim Eui-kyeom said According to Kim the committee has been streamlined compared to that formed for the 2007 inter-Korean summit in order to allow the organization to react swiftly to related developments Kim added that the committee will meet once every one or two weeks and that working-level meetings will be held up to four times a week The working-level meetings will be presided over by Im with the chiefs of the subcommittees and the unification minister attending The committee is to oversee preparations for the inter-Korean summit scheduled for some time at the end of April The upcoming inter-Korean summit the third of its kind was agreed to during National Security Office chief Chung Eui-yongs visit to Pyongyang on March 5 At the time North Korean leader Kim Jong-un also agreed to halt missile and nuclear tests and expressed willingness to engage the US in denuclearization talks US President Donald Trump accepted Kims offer of talks announcing through Chung on March 9 that he would meet Kim by May;News;World;Thu, March 15, 2018 07:03 pm;http://www.thejakartapost.com/news/2018/03/15/inter-korean-summit-prep-committee-launched.html
930;Soekarno-Hatta Airport bans power banks on planes ;Travelers departing from Soekarno-Hatta International Airport have been prohibited from bringing power banks and lithium batteries with capacities of over 160 watt-hour Wh onto planes as such equipment has the potential to explode or catch fire during a flight The airport police along with aviation security are working together to prevent in-flight incidents caused by electronic gadgets Were currently focusing on disseminating information on the ban to passengers said airport police chief Sr Comr Akhmad Yusepon Wednesdayas quoted bytempoco The Air Transportation Directorate General issued on March 9 Circular No 152018 which regulates bringing portable power banks and lithium batteries onto planes The regulation applies to all domestic and international flights Akhmad added that power banks with capacities of 100-160 Wh could be brought onto planes with airline permission vla;News;City;Thu, March 15, 2018 06:50 pm;http://www.thejakartapost.com/news/2018/03/15/soekarno-hatta-airport-bans-power-banks-on-planes.html
931;Construction of Surakarta grand mosque at Sriwedari Park rejected;The Surakarta administrations plan to build a grand mosque in the Sriwedari Park complex has continued to face rejections voiced by several societal elements in the city They consider the area to be the subject of a land dispute between the heirs of the landowner and the Surakarta administration The dispute has not been settled they claim The park has also been widely perceived as a public space that functions as a center of art and cultural performances as well as sports The Surakarta Sharia Council DSKS has asked the Surakarta administration to cancel its mosque construction plan because legally the land where the park is located belongs to the heirs of RMT Wiryodiningrat the owner of the land The court ruling on the land ownership is valid and legally binding said the council We are happy to see that the city administration wants to build a grand mosque but why should it should be located on disputed land Many areas in the center of the city are suitable for the location of the mosque such as those along Jl Slamet Riyadi said DSKS advocacy division member Endro Sudarsono on Thursday Earlier hundreds of DSKS members staged a rally in front of the entrance of the park to protest the mosque construction plan They displayed banners emblazoned with messages protesting the plan The demonstrators also performed orations which called on the Surakarta administration to drop the mosque construction plan ebf ;News;National;Thu, March 15, 2018 06:17 pm;http://www.thejakartapost.com/news/2018/03/15/construction-of-surakarta-grand-mosque-at-sriwedari-park-rejected.html
932;S Korean Japanese FMs vow cooperation on N Korea;Japanese Foreign Minister Taro Kono met South Korean President Moon Jae-in and his South Korean counterpart Kang Kyung-wha on Wednesday to discuss North Koreas nuclear issue and bilateral relations as Japan struggles to remain relevant to the inter-Korean summit later this month During an hourlong meeting Kang and Kono reaffirmed their pledge for close coordination in dealing with North Koreas nuclear issue in the lead-up to the inter-Korean summit scheduled for April 27 and the US-North Korea summit expected to take place by early June With preparations underway for South Korea and the United States summits with North Korea which could serve as a major turning point in attaining denuclearization we hope for cooperation to achieve the two countries shared goal of peacefully resolving the Norths nuclear issue and establishing peace Kang said in opening remarks ahead of the meeting with Kono I want Japan and South Korea to closely coordinate to realize the denuclearization of North Korea and bring about peace stability and prosperity in Northeast Asia Kono said Konos visit comes amid growing concerns in Japan that the diplomatic drive led by South Korea North Korea and the US could fail to meet its security concerns and interests as it is sidelined in the denuclearization talks The top diplomats shared the perception that the upcoming inter-Korean summit ahead of the North Korea-US summit offers a historic opportunity an official from Seouls Foreign Ministry told reporters on the condition of anonymity They agreed that a pressure campaign and sanctions against North Korea will continue until there is progress in the process of North Koreas denuclearization But Kang stressed the importance of maintaining the momentum of dialogue with North Korea to achieve the goal of denuclearization the official said Kono also reiterated Japans position that North Koreas nuclear and missile issue and its abduction of Japanese nationals in the 1970s and 1980s should be comprehensively resolved and asked South Korea to bring up the issue during the upcoming inter-Korean summit according to the official The issue of Japanese nationals abducted by North Korea remains highly critical for Japan Japan has said North Korea abducted at least 17 Japanese citizens to train agents in the Japanese language and culture to spy on South Korea North Korea acknowledged in 2002 that it had abducted 13 Japanese It has released only five of them saying the other eight had died Kono arrived in South Korea late on Tuesday on his first visit to the country since taking the post in August last year It was the first visit by Japans top diplomat since the two countries signed a deal on Japans wartime sexual enslavement of Korean women at front-line brothels in December 2015 Kono was set to pay a courtesy call later in the day to President Moon Jae-in and to have dinner with Kang He also visited the Seoul National Cemetery to pay tribute to Korean War veterans before returning to Japan Although Seoul and Tokyo present a united front in tackling North Koreas nuclear issue their bilateral relations have frayed in recent months over historical matters including the comfort women issue and Japans claims to South Koreas eastern islets of Dokdo Kang acknowledged that the two neighbors face challenges but said she hopes that they will beef up cooperation in such areas as economy culture and personnel exchanges that could be mutually beneficial while building future-oriented relations;News;World;Wed, April 11, 2018 05:15 pm;http://www.thejakartapost.com/news/2018/04/11/s-korean-japanese-fms-vow-cooperation-on-n-korea.html
933;GE Samsung granted US900m contract for Java 1 plant;The developer of the Java 1 combined-cycle power plant claimed to be the biggest of its kind in Southeast Asia has granted an engineering procurement and construction contract worth US900 million to a consortium consisting of General Electric GE Samsung CT and PT Meindo Elang Indah PT Jawa Satu Power a joint venture between state-owned energy giant Pertamina and Japans Marubeni and Sojitz Corporation is currently in the process of developing the Java 1 power plant in Karawang West Java with a total investment value of around 18 billion The Java 1 facility expected to commence operations in mid-2021 will have a total capacity of 1760 megawatts MW enough to supply electricity to about 11 million households in Indonesia Efficiency in power plants is important to maintain competitive and affordable electricity rates for the public Our high-efficiency gas turbine called GE 9HA02 and asset performance management software will play their role for those purposes GE Indonesia president and CEO Handry Satriago said in a statementon Thursday Jawa Satu Power president director Ginanjar has high hopes that GEs gas turbines will provide reliable and clean energy to the public It has also signed a 25-year agreement with GE Power Services which provides operations and maintenance management for gas plant assets bbn;News;Business;Thu, March 15, 2018 05:46 pm;http://www.thejakartapost.com/news/2018/03/15/ge-samsung-granted-us900-million-contract-for-java-1-plant.html
